state,model,year,tas_degree
Alabama,MPI-ESM1-2-HR,2053,18.848259226481144
Alabama,MPI-ESM1-2-HR,2054,19.185344950358097
Alabama,MPI-ESM1-2-HR,2055,18.691692606608097
Alabama,MPI-ESM1-2-HR,2056,17.541921234130882
Alabama,MPI-ESM1-2-HR,2057,18.49365895589195
Alabama,MPI-ESM1-2-HR,2058,18.29418080647789
Alabama,MPI-ESM1-2-HR,2059,17.778777058919292
Alabama,MPI-ESM1-2-HR,2060,18.534355417887394
Alabama,MPI-ESM1-2-HR,2061,19.16487274169924
Alabama,MPI-ESM1-2-HR,2062,17.884929911295597
Alabama,MPI-ESM1-2-HR,2063,18.325457509358746
Alabama,MPI-ESM1-2-HR,2064,18.258177693684917
Alabama,MPI-ESM1-2-HR,2065,18.436716969807964
Alabama,MPI-ESM1-2-HR,2066,18.832688903808616
Alabama,MPI-ESM1-2-HR,2067,18.3341372172038
Alabama,MPI-ESM1-2-HR,2068,19.033045705159527
Alabama,MPI-ESM1-2-HR,2069,18.82818247477216
Alabama,MPI-ESM1-2-HR,2070,18.40717468261721
Alabama,MPI-ESM1-2-HR,2071,19.033616638183616
Alabama,MPI-ESM1-2-HR,2072,17.995935058593773
Alabama,MPI-ESM1-2-HR,2073,18.358035024007183
Alabama,MPI-ESM1-2-HR,2074,18.27529805501304
Alabama,MPI-ESM1-2-HR,2075,18.61965713500979
Alabama,MPI-ESM1-2-HR,2076,18.955377197265648
Alabama,MPI-ESM1-2-HR,2077,18.03870290120445
Alabama,MPI-ESM1-2-HR,2078,18.163635508219425
Alabama,MPI-ESM1-2-HR,2079,19.010410563151066
Alabama,MPI-ESM1-2-HR,2080,18.91183242797854
Alabama,MPI-ESM1-2-HR,2081,18.39274876912437
Alabama,MPI-ESM1-2-HR,2082,18.320664978027366
Alabama,MPI-ESM1-2-HR,2083,18.72977981567385
Alabama,MPI-ESM1-2-HR,2084,18.84875640869143
Alabama,MPI-ESM1-2-HR,2085,19.259511566162132
Alabama,MPI-ESM1-2-HR,2086,18.834227498372417
Alabama,MPI-ESM1-2-HR,2087,18.791524505615257
Alabama,MPI-ESM1-2-HR,2088,18.29167455037437
Alabama,MPI-ESM1-2-HR,2089,19.09299748738609
Alabama,MPI-ESM1-2-HR,2090,18.85591913859052
Alabama,MPI-ESM1-2-HR,2091,18.3031567891439
Alabama,MPI-ESM1-2-HR,2092,19.022412872314476
Alabama,MPI-ESM1-2-HR,2093,18.9826599121094
Alabama,MPI-ESM1-2-HR,2094,18.501123046875023
Alabama,MPI-ESM1-2-HR,2095,19.005031840006534
Alabama,MPI-ESM1-2-HR,2096,19.26174189249677
Alabama,MPI-ESM1-2-HR,2097,18.757002766927105
Alabama,MPI-ESM1-2-HR,2098,19.252675628662132
Alabama,MPI-ESM1-2-HR,2099,19.335204060872417
Alabama,MPI-ESM1-2-HR,2100,19.59256388346357
Alabama,MRI-ESM2-0,2015,17.84517771402997
Alabama,MRI-ESM2-0,2016,17.925340270996116
Alabama,MRI-ESM2-0,2017,17.81299489339195
Alabama,MRI-ESM2-0,2018,17.839919281005884
Alabama,MRI-ESM2-0,2019,18.126077270507835
Alabama,MRI-ESM2-0,2020,17.94193369547528
Alabama,MRI-ESM2-0,2021,18.19970855712893
Alabama,MRI-ESM2-0,2022,18.11600265502932
Alabama,MRI-ESM2-0,2023,18.076755777994816
Alabama,MRI-ESM2-0,2024,18.10615895589195
Alabama,MRI-ESM2-0,2025,18.095264943440775
Alabama,MRI-ESM2-0,2026,18.237822469075542
Alabama,MRI-ESM2-0,2027,18.459143320719424
Alabama,MRI-ESM2-0,2028,18.20616607666018
Alabama,MRI-ESM2-0,2029,18.336167144775413
Alabama,MRI-ESM2-0,2030,18.46729456583661
Alabama,MRI-ESM2-0,2031,18.431643676757837
Alabama,MRI-ESM2-0,2032,18.349983723958356
Alabama,MRI-ESM2-0,2033,17.91359558105471
Alabama,MRI-ESM2-0,2034,18.448325347900415
Alabama,MRI-ESM2-0,2035,18.309356689453143
Alabama,MRI-ESM2-0,2036,18.724123891194683
Alabama,MRI-ESM2-0,2037,18.422043100992862
Alabama,MRI-ESM2-0,2038,18.56398137410484
Alabama,MRI-ESM2-0,2039,18.77626902262372
Alabama,MRI-ESM2-0,2040,18.526166788737
Alabama,MRI-ESM2-0,2041,18.57524032592776
Alabama,MRI-ESM2-0,2042,18.57870152791343
Alabama,MRI-ESM2-0,2043,18.64497273763023
Alabama,MRI-ESM2-0,2044,18.59402796427411
Alabama,MRI-ESM2-0,2045,18.80654525756838
Alabama,MRI-ESM2-0,2046,18.937707773844423
Alabama,MRI-ESM2-0,2047,19.09261754353843
Alabama,MRI-ESM2-0,2048,18.749946339925152
Alabama,MRI-ESM2-0,2049,18.708667755126974
Alabama,MRI-ESM2-0,2050,18.988244374593123
Alabama,MRI-ESM2-0,2051,18.913075764973986
Alabama,MRI-ESM2-0,2052,18.73852132161461
Alabama,MRI-ESM2-0,2053,19.44590098063153
Alabama,MRI-ESM2-0,2054,19.232499186197938
Alabama,MRI-ESM2-0,2055,18.642144266764344
Alabama,MRI-ESM2-0,2056,18.84916025797528
Alabama,MRI-ESM2-0,2057,19.142620849609397
Alabama,MRI-ESM2-0,2058,19.275914001464862
Alabama,MRI-ESM2-0,2059,19.20946553548179
Alabama,MRI-ESM2-0,2060,19.02837371826174
Alabama,MRI-ESM2-0,2061,18.793730672200542
Alabama,MRI-ESM2-0,2062,19.373877461751324
Alabama,MRI-ESM2-0,2063,19.142646280924502
Alabama,MRI-ESM2-0,2064,18.895573933919295
Alabama,MRI-ESM2-0,2065,19.22321777343752
Alabama,MRI-ESM2-0,2066,19.33189392089846
Alabama,MRI-ESM2-0,2067,19.282595825195337
Alabama,MRI-ESM2-0,2068,19.73530578613283
Alabama,MRI-ESM2-0,2069,19.016404215494813
Alabama,MRI-ESM2-0,2070,19.536951192220076
Alabama,MRI-ESM2-0,2071,19.74523925781252
Alabama,MRI-ESM2-0,2072,19.27175649007164
Alabama,MRI-ESM2-0,2073,19.39403432210289
Alabama,MRI-ESM2-0,2074,19.307536824544293
Alabama,MRI-ESM2-0,2075,19.371707661946637
Alabama,MRI-ESM2-0,2076,19.079213968912786
Alabama,MRI-ESM2-0,2077,19.125642903645858
Alabama,MRI-ESM2-0,2078,19.631348673502625
Alabama,MRI-ESM2-0,2079,19.257527160644553
Alabama,MRI-ESM2-0,2080,19.50551706949872
Alabama,MRI-ESM2-0,2081,18.85118713378909
Alabama,MRI-ESM2-0,2082,19.073413594563824
Alabama,MRI-ESM2-0,2083,19.321813964843773
Alabama,MRI-ESM2-0,2084,19.16350758870445
Alabama,MRI-ESM2-0,2085,19.49911041259768
Alabama,MRI-ESM2-0,2086,19.249990844726582
Alabama,MRI-ESM2-0,2087,19.353174336751326
Alabama,MRI-ESM2-0,2088,19.32985534667971
Alabama,MRI-ESM2-0,2089,19.178126017252627
Alabama,MRI-ESM2-0,2090,19.207950337727887
Alabama,MRI-ESM2-0,2091,19.58777262369794
Alabama,MRI-ESM2-0,2092,19.552397155761746
Alabama,MRI-ESM2-0,2093,19.350393676757836
Alabama,MRI-ESM2-0,2094,19.031145731608095
Alabama,MRI-ESM2-0,2095,19.452818806966167
Alabama,MRI-ESM2-0,2096,19.630473836263043
Alabama,MRI-ESM2-0,2097,19.006669108072938
Alabama,MRI-ESM2-0,2098,19.40348307291669
Alabama,MRI-ESM2-0,2099,19.296276855468772
Alabama,MRI-ESM2-0,2100,19.461785888671898
Alabama,UKESM1-0-LL,2015,18.20742785883887
Alabama,UKESM1-0-LL,2016,18.175225530886205
Alabama,UKESM1-0-LL,2017,18.43377224791286
Alabama,UKESM1-0-LL,2018,18.301985976275297
Alabama,UKESM1-0-LL,2019,17.924713763068727
Alabama,UKESM1-0-LL,2020,18.196775728113533
Alabama,UKESM1-0-LL,2021,18.39711255840229
Alabama,UKESM1-0-LL,2022,18.389466259526294
Alabama,UKESM1-0-LL,2023,18.58504145005172
Alabama,UKESM1-0-LL,2024,19.01339844348386
Alabama,UKESM1-0-LL,2025,18.417959804160944
Alabama,UKESM1-0-LL,2026,18.58537115957225
Alabama,UKESM1-0-LL,2027,18.714873250325542
Alabama,UKESM1-0-LL,2028,19.25250740799252
Alabama,UKESM1-0-LL,2029,18.9503299787933
Alabama,UKESM1-0-LL,2030,19.105435868805554
Alabama,UKESM1-0-LL,2031,19.261288841097983
Alabama,UKESM1-0-LL,2032,18.677127494064056
Alabama,UKESM1-0-LL,2033,18.938813033758446
Alabama,UKESM1-0-LL,2034,18.911087365243972
Alabama,UKESM1-0-LL,2035,19.35215702430877
Alabama,UKESM1-0-LL,2036,19.286212128283953
Alabama,UKESM1-0-LL,2037,19.39974799062694
Alabama,UKESM1-0-LL,2038,19.419595187318112
Alabama,UKESM1-0-LL,2039,19.628845843146852
Alabama,UKESM1-0-LL,2040,19.579347827387817
Alabama,UKESM1-0-LL,2041,19.68505383659814
Alabama,UKESM1-0-LL,2042,19.348173881979573
Alabama,UKESM1-0-LL,2043,19.875668574314513
Alabama,UKESM1-0-LL,2044,19.979919164321025
Alabama,UKESM1-0-LL,2045,19.847799293667684
Alabama,UKESM1-0-LL,2046,19.643121188294675
Alabama,UKESM1-0-LL,2047,19.67829179950791
Alabama,UKESM1-0-LL,2048,19.758586838666155
Alabama,UKESM1-0-LL,2049,19.84581819422107
Alabama,UKESM1-0-LL,2050,19.977877478506073
Alabama,UKESM1-0-LL,2051,20.037708686379847
Alabama,UKESM1-0-LL,2052,20.53687304328472
Alabama,UKESM1-0-LL,2053,20.208099095961657
Alabama,UKESM1-0-LL,2054,20.27949362362135
Alabama,UKESM1-0-LL,2055,19.989133976955063
Alabama,UKESM1-0-LL,2056,20.217733226102965
Alabama,UKESM1-0-LL,2057,20.004240028530965
Alabama,UKESM1-0-LL,2058,20.263503011067733
Alabama,UKESM1-0-LL,2059,20.21448430080042
Alabama,UKESM1-0-LL,2060,20.45879651237939
Alabama,UKESM1-0-LL,2061,20.564996786678563
Alabama,UKESM1-0-LL,2062,20.39029262767121
Alabama,UKESM1-0-LL,2063,20.457359643076007
Alabama,UKESM1-0-LL,2064,20.38921912698187
Alabama,UKESM1-0-LL,2065,20.68456585454008
Alabama,UKESM1-0-LL,2066,20.623198296042073
Alabama,UKESM1-0-LL,2067,20.578244257908267
Alabama,UKESM1-0-LL,2068,20.792406747855416
Alabama,UKESM1-0-LL,2069,20.927022328096303
Alabama,UKESM1-0-LL,2070,20.97585808249083
Alabama,UKESM1-0-LL,2071,20.44131038890168
Alabama,UKESM1-0-LL,2072,20.697572326660183
Alabama,UKESM1-0-LL,2073,20.866244028128857
Alabama,UKESM1-0-LL,2074,20.62040533925975
Alabama,UKESM1-0-LL,2075,20.790271714154436
Alabama,UKESM1-0-LL,2076,20.958741161870048
Alabama,UKESM1-0-LL,2077,20.887638795142102
Alabama,UKESM1-0-LL,2078,20.87862997616041
Alabama,UKESM1-0-LL,2079,21.05503175024895
Alabama,UKESM1-0-LL,2080,20.96466351677392
Alabama,UKESM1-0-LL,2081,21.16438924752032
Alabama,UKESM1-0-LL,2082,21.244274992101357
Alabama,UKESM1-0-LL,2083,21.050142804314135
Alabama,UKESM1-0-LL,2084,21.390846431956597
Alabama,UKESM1-0-LL,2085,20.86259179208795
Alabama,UKESM1-0-LL,2086,21.14179636637372
Alabama,UKESM1-0-LL,2087,21.555623701506995
Alabama,UKESM1-0-LL,2088,21.521224706313216
Alabama,UKESM1-0-LL,2089,21.416187540690128
Alabama,UKESM1-0-LL,2090,21.486751511517717
Alabama,UKESM1-0-LL,2091,21.618747666302873
Alabama,UKESM1-0-LL,2092,21.515115506041308
Alabama,UKESM1-0-LL,2093,21.20165824142159
Alabama,UKESM1-0-LL,2094,21.227728181726818
Alabama,UKESM1-0-LL,2095,21.453292427810993
Alabama,UKESM1-0-LL,2096,21.290126905254315
Alabama,UKESM1-0-LL,2097,21.64919777664486
Alabama,UKESM1-0-LL,2098,21.477713820513586
Alabama,UKESM1-0-LL,2099,21.514952147240756
Alabama,UKESM1-0-LL,2100,21.31396846397253
Arizona,BCC-CSM2-MR,2015,13.497959391276064
Arizona,BCC-CSM2-MR,2016,13.541345214843773
Arizona,BCC-CSM2-MR,2017,14.198332722981794
Arizona,BCC-CSM2-MR,2018,13.15149332682294
Arizona,BCC-CSM2-MR,2019,14.242201741536482
Arizona,BCC-CSM2-MR,2020,14.134762064615908
Arizona,BCC-CSM2-MR,2021,14.627837117513044
Arizona,BCC-CSM2-MR,2022,14.907454427083357
Arizona,BCC-CSM2-MR,2023,14.52845153808596
Arizona,BCC-CSM2-MR,2024,14.614912923177108
Arizona,BCC-CSM2-MR,2025,14.432789103190126
Arizona,BCC-CSM2-MR,2026,14.599811808268251
Arizona,BCC-CSM2-MR,2027,13.990274047851583
Arizona,BCC-CSM2-MR,2028,15.132285054524765
Arizona,BCC-CSM2-MR,2029,15.55659128824872
Arizona,BCC-CSM2-MR,2030,15.043133036295597
Arizona,BCC-CSM2-MR,2031,14.479038492838564
Arizona,BCC-CSM2-MR,2032,15.235223388671898
Arizona,BCC-CSM2-MR,2033,15.112270609537784
Arizona,BCC-CSM2-MR,2034,14.787822977701843
Arizona,BCC-CSM2-MR,2035,15.124195353190126
Arizona,BCC-CSM2-MR,2036,14.895168558756533
Arizona,BCC-CSM2-MR,2037,15.407507832845075
Arizona,BCC-CSM2-MR,2038,14.940187072753927
Arizona,BCC-CSM2-MR,2039,15.299259440104189
Arizona,BCC-CSM2-MR,2040,15.17097625732424
Arizona,BCC-CSM2-MR,2041,15.824029541015648
Arizona,BCC-CSM2-MR,2042,14.57543843587242
Arizona,BCC-CSM2-MR,2043,15.28492126464846
Arizona,BCC-CSM2-MR,2044,15.907306925455751
Arizona,BCC-CSM2-MR,2045,15.174602762858097
Arizona,BCC-CSM2-MR,2046,15.103239949544294
Arizona,BCC-CSM2-MR,2047,15.794468180338564
Arizona,BCC-CSM2-MR,2048,15.804709370931011
Arizona,BCC-CSM2-MR,2049,16.078892008463566
Arizona,BCC-CSM2-MR,2050,15.22925211588544
Arizona,BCC-CSM2-MR,2051,15.323721822102888
Arizona,BCC-CSM2-MR,2052,15.135891215006533
Arizona,BCC-CSM2-MR,2053,15.109958902994814
Arizona,BCC-CSM2-MR,2054,15.359058634440126
Arizona,BCC-CSM2-MR,2055,14.96069742838544
Arizona,BCC-CSM2-MR,2056,15.789819335937525
Arizona,BCC-CSM2-MR,2057,15.349727884928408
Arizona,BCC-CSM2-MR,2058,16.13269449869794
Arizona,BCC-CSM2-MR,2059,15.850747680664083
Arizona,BCC-CSM2-MR,2060,16.674968973795597
Arizona,BCC-CSM2-MR,2061,15.804411824544294
Arizona,BCC-CSM2-MR,2062,15.780806477864608
Arizona,BCC-CSM2-MR,2063,16.378452555338566
Arizona,BCC-CSM2-MR,2064,15.45526021321617
Arizona,BCC-CSM2-MR,2065,15.852899169921898
Arizona,BCC-CSM2-MR,2066,16.060700988769554
Arizona,BCC-CSM2-MR,2067,16.94532928466799
Arizona,BCC-CSM2-MR,2068,15.921294148763044
Arizona,BCC-CSM2-MR,2069,16.031109110514347
Arizona,BCC-CSM2-MR,2070,17.445245361328148
Arizona,BCC-CSM2-MR,2071,16.178216552734398
Arizona,BCC-CSM2-MR,2072,16.18567301432294
Arizona,BCC-CSM2-MR,2073,14.69123229980471
Arizona,BCC-CSM2-MR,2074,16.63472137451174
Arizona,BCC-CSM2-MR,2075,16.214214579264347
Arizona,BCC-CSM2-MR,2076,16.010471598307316
Arizona,BCC-CSM2-MR,2077,15.94880320231122
Arizona,BCC-CSM2-MR,2078,15.313839213053408
Arizona,BCC-CSM2-MR,2079,14.981314595540388
Arizona,BCC-CSM2-MR,2080,15.051360066731794
Arizona,BCC-CSM2-MR,2081,16.30988464355471
Arizona,BCC-CSM2-MR,2082,16.987278238932316
Arizona,BCC-CSM2-MR,2083,16.376903788248722
Arizona,BCC-CSM2-MR,2084,15.704070027669294
Arizona,BCC-CSM2-MR,2085,15.666032409667991
Arizona,BCC-CSM2-MR,2086,16.16968434651695
Arizona,BCC-CSM2-MR,2087,16.145789082845074
Arizona,BCC-CSM2-MR,2088,16.461289978027366
Arizona,BCC-CSM2-MR,2089,16.11896158854169
Arizona,BCC-CSM2-MR,2090,17.424117024739605
Arizona,BCC-CSM2-MR,2091,15.611548360188824
Arizona,BCC-CSM2-MR,2092,16.669587707519554
Arizona,BCC-CSM2-MR,2093,16.10597890218101
Arizona,BCC-CSM2-MR,2094,16.604407246907574
Arizona,BCC-CSM2-MR,2095,17.687122599283878
Arizona,BCC-CSM2-MR,2096,16.604534403483097
Arizona,BCC-CSM2-MR,2097,16.18823394775393
Arizona,BCC-CSM2-MR,2098,16.408502197265648
Arizona,BCC-CSM2-MR,2099,16.952305094401066
Arizona,BCC-CSM2-MR,2100,15.648965454101583
Arizona,CNRM-ESM2-1,2015,14.31875432332359
Arizona,CNRM-ESM2-1,2016,13.947405242919944
Arizona,CNRM-ESM2-1,2017,14.40304361979169
Arizona,CNRM-ESM2-1,2018,14.39072418212893
Arizona,CNRM-ESM2-1,2019,14.481944783528668
Arizona,CNRM-ESM2-1,2020,14.222097778320336
Arizona,CNRM-ESM2-1,2021,14.572423044840518
Arizona,CNRM-ESM2-1,2022,14.815249888102237
Arizona,CNRM-ESM2-1,2023,14.93116861979169
Arizona,CNRM-ESM2-1,2024,15.18193079630536
Arizona,CNRM-ESM2-1,2025,15.00818277994794
Arizona,CNRM-ESM2-1,2026,14.412107340494815
Arizona,CNRM-ESM2-1,2027,14.79540685017906
Arizona,CNRM-ESM2-1,2028,15.077800242106145
Arizona,CNRM-ESM2-1,2029,14.896687062581403
Arizona,CNRM-ESM2-1,2030,14.655225880940778
Arizona,CNRM-ESM2-1,2031,14.8609807332357
Arizona,CNRM-ESM2-1,2032,14.968872070312525
Arizona,CNRM-ESM2-1,2033,15.182268269856792
Arizona,CNRM-ESM2-1,2034,15.078870137532574
Arizona,CNRM-ESM2-1,2035,15.118687947591168
Arizona,CNRM-ESM2-1,2036,15.067899322509788
Arizona,CNRM-ESM2-1,2037,15.23328094482424
Arizona,CNRM-ESM2-1,2038,14.825618743896507
Arizona,CNRM-ESM2-1,2039,15.21254297892255
Arizona,CNRM-ESM2-1,2040,15.488351186116558
Arizona,CNRM-ESM2-1,2041,15.437772369384788
Arizona,CNRM-ESM2-1,2042,15.37871271769208
Arizona,CNRM-ESM2-1,2043,15.36568298339846
Arizona,CNRM-ESM2-1,2044,15.761035664876324
Arizona,CNRM-ESM2-1,2045,15.597668965657574
Arizona,CNRM-ESM2-1,2046,15.760583496093773
Arizona,CNRM-ESM2-1,2047,16.05333989461265
Arizona,CNRM-ESM2-1,2048,15.9408510843913
Arizona,CNRM-ESM2-1,2049,16.071270751953147
Arizona,CNRM-ESM2-1,2050,15.82591959635419
Arizona,CNRM-ESM2-1,2051,16.090115356445335
Arizona,CNRM-ESM2-1,2052,15.775910949707054
Arizona,CNRM-ESM2-1,2053,15.933621978759788
Arizona,CNRM-ESM2-1,2054,16.24641723632815
Arizona,CNRM-ESM2-1,2055,16.35395634969078
Arizona,CNRM-ESM2-1,2056,16.440470886230493
Arizona,CNRM-ESM2-1,2057,15.991279856363954
Arizona,CNRM-ESM2-1,2058,16.2525583902995
Arizona,CNRM-ESM2-1,2059,16.11836395263674
Arizona,CNRM-ESM2-1,2060,16.373701985677105
Arizona,CNRM-ESM2-1,2061,16.4087097167969
Arizona,CNRM-ESM2-1,2062,16.53926722208661
Arizona,CNRM-ESM2-1,2063,16.387898508707703
Arizona,CNRM-ESM2-1,2064,16.136121368408226
Arizona,CNRM-ESM2-1,2065,16.15969136555992
Arizona,CNRM-ESM2-1,2066,16.323484802246117
Arizona,CNRM-ESM2-1,2067,16.928926340738954
Arizona,CNRM-ESM2-1,2068,17.049992879231795
Arizona,CNRM-ESM2-1,2069,16.63091252644859
Arizona,CNRM-ESM2-1,2070,16.724260711669945
Arizona,CNRM-ESM2-1,2071,16.550549825032576
Arizona,CNRM-ESM2-1,2072,16.449509938557966
Arizona,CNRM-ESM2-1,2073,16.429895528157576
Arizona,CNRM-ESM2-1,2074,16.812115478515647
Arizona,CNRM-ESM2-1,2075,16.696589660644555
Arizona,CNRM-ESM2-1,2076,16.579944864908878
Arizona,CNRM-ESM2-1,2077,16.856866709391298
Arizona,CNRM-ESM2-1,2078,17.10749181111656
Arizona,CNRM-ESM2-1,2079,16.893448638916038
Arizona,CNRM-ESM2-1,2080,16.96791687011721
Arizona,CNRM-ESM2-1,2081,17.24761912027997
Arizona,CNRM-ESM2-1,2082,16.950491078694686
Arizona,CNRM-ESM2-1,2083,17.335125223795597
Arizona,CNRM-ESM2-1,2084,17.438838958740256
Arizona,CNRM-ESM2-1,2085,17.088529713948592
Arizona,CNRM-ESM2-1,2086,16.95882314046226
Arizona,CNRM-ESM2-1,2087,16.993394724528017
Arizona,CNRM-ESM2-1,2088,17.228097025553406
Arizona,CNRM-ESM2-1,2089,17.314820353190125
Arizona,CNRM-ESM2-1,2090,17.482047017415386
Arizona,CNRM-ESM2-1,2091,17.628367106119814
Arizona,CNRM-ESM2-1,2092,17.518814341227237
Arizona,CNRM-ESM2-1,2093,17.55201873779299
Arizona,CNRM-ESM2-1,2094,17.408871968587263
Arizona,CNRM-ESM2-1,2095,17.566001383463565
Arizona,CNRM-ESM2-1,2096,17.525262451171898
Arizona,CNRM-ESM2-1,2097,17.668518575032575
Arizona,CNRM-ESM2-1,2098,17.311883544921898
Arizona,CNRM-ESM2-1,2099,17.577537282307965
Arizona,CNRM-ESM2-1,2100,17.697063446044943
Arizona,CanESM5,2015,18.269000905354844
Arizona,CanESM5,2016,18.48040130615237
Arizona,CanESM5,2017,18.489397989908877
Arizona,CanESM5,2018,18.60743988037112
Arizona,CanESM5,2019,18.688376770019556
Arizona,CanESM5,2020,18.884238179524765
Arizona,CanESM5,2021,18.922321217854844
Arizona,CanESM5,2022,18.912046356201195
Arizona,CanESM5,2023,18.791653188069684
Arizona,CanESM5,2024,18.8888513183594
Arizona,CanESM5,2025,18.969131062825547
Arizona,CanESM5,2026,18.95086263020836
Arizona,CanESM5,2027,18.99004130045575
Arizona,CanESM5,2028,19.27868560791018
Arizona,CanESM5,2029,19.134933929443385
Arizona,CanESM5,2030,19.205993957519556
Arizona,CanESM5,2031,19.227597554524763
Arizona,CanESM5,2032,19.12271652221682
Arizona,CanESM5,2033,19.37018447875979
Arizona,CanESM5,2034,19.435033620198592
Arizona,CanESM5,2035,19.29633377075198
Arizona,CanESM5,2036,19.49495737711591
Arizona,CanESM5,2037,19.474658762613956
Arizona,CanESM5,2038,19.62163274129234
Arizona,CanESM5,2039,19.559765828450544
Arizona,CanESM5,2040,19.83533843994143
Arizona,CanESM5,2041,19.736965179443384
Arizona,CanESM5,2042,19.97171223958336
Arizona,CanESM5,2043,20.007207031250022
Arizona,CanESM5,2044,19.81971369425458
Arizona,CanESM5,2045,19.903154551188177
Arizona,CanESM5,2046,19.904582875569687
Arizona,CanESM5,2047,20.221997884114607
Arizona,CanESM5,2048,20.210522715250676
Arizona,CanESM5,2049,20.194387359619164
Arizona,CanESM5,2050,20.25743265787763
Arizona,CanESM5,2051,20.30931533813479
Arizona,CanESM5,2052,20.350576527913436
Arizona,CanESM5,2053,20.304587097167992
Arizona,CanESM5,2054,20.53662043253583
Arizona,CanESM5,2055,20.409535675048858
Arizona,CanESM5,2056,20.38757232666018
Arizona,CanESM5,2057,20.749835968017603
Arizona,CanESM5,2058,20.573805440266952
Arizona,CanESM5,2059,20.61549255371096
Arizona,CanESM5,2060,20.82545049031578
Arizona,CanESM5,2061,20.930367329915388
Arizona,CanESM5,2062,20.706129964192733
Arizona,CanESM5,2063,20.84599934895836
Arizona,CanESM5,2064,20.93490834554039
Arizona,CanESM5,2065,20.983018646240257
Arizona,CanESM5,2066,20.91880284627281
Arizona,CanESM5,2067,21.038874359130883
Arizona,CanESM5,2068,21.04191050211591
Arizona,CanESM5,2069,21.114151255289737
Arizona,CanESM5,2070,21.08608520507815
Arizona,CanESM5,2071,21.106206359863304
Arizona,CanESM5,2072,20.96179809570315
Arizona,CanESM5,2073,21.015224202473984
Arizona,CanESM5,2074,21.17012568155927
Arizona,CanESM5,2075,21.08891764322919
Arizona,CanESM5,2076,21.23361729939781
Arizona,CanESM5,2077,20.954185536702497
Arizona,CanESM5,2078,21.166235402425155
Arizona,CanESM5,2079,21.17071640014651
Arizona,CanESM5,2080,21.276848602294947
Arizona,CanESM5,2081,21.441215972900416
Arizona,CanESM5,2082,21.672608083089216
Arizona,CanESM5,2083,21.294945983886745
Arizona,CanESM5,2084,21.406995595296248
Arizona,CanESM5,2085,21.5304946390788
Arizona,CanESM5,2086,21.4255363972982
Arizona,CanESM5,2087,21.444594624837265
Arizona,CanESM5,2088,21.69766728719078
Arizona,CanESM5,2089,21.591253509521508
Arizona,CanESM5,2090,21.647437947591172
Arizona,CanESM5,2091,21.604631907145208
Arizona,CanESM5,2092,21.71319763183596
Arizona,CanESM5,2093,21.677922007242863
Arizona,CanESM5,2094,21.580736745198593
Arizona,CanESM5,2095,21.52387613932294
Arizona,CanESM5,2096,21.751259511311872
Arizona,CanESM5,2097,21.765978902181015
Arizona,CanESM5,2098,21.565991109212263
Arizona,CanESM5,2099,21.641701558431013
Arizona,CanESM5,2100,21.72758112589521
Arizona,EC-Earth3,2015,15.790220484657915
Arizona,EC-Earth3,2016,15.65154945736842
Arizona,EC-Earth3,2017,15.549636338249108
Arizona,EC-Earth3,2018,15.749808399261012
Arizona,EC-Earth3,2019,15.96796848357672
Arizona,EC-Earth3,2020,16.012722427001137
Arizona,EC-Earth3,2021,16.02905811427797
Arizona,EC-Earth3,2022,15.999051181229552
Arizona,EC-Earth3,2023,16.155854325441993
Arizona,EC-Earth3,2024,16.217929124340593
Arizona,EC-Earth3,2025,16.288531645051748
Arizona,EC-Earth3,2026,16.37409524882672
Arizona,EC-Earth3,2027,16.309853343474582
Arizona,EC-Earth3,2028,16.382428755428354
Arizona,EC-Earth3,2029,16.490754028991052
Arizona,EC-Earth3,2030,16.5105410733066
Arizona,EC-Earth3,2031,16.63234740316652
Arizona,EC-Earth3,2032,16.573769750350586
Arizona,EC-Earth3,2033,16.504953813378215
Arizona,EC-Earth3,2034,16.649270657829337
Arizona,EC-Earth3,2035,16.78713563353153
Arizona,EC-Earth3,2036,16.851017532069193
Arizona,EC-Earth3,2037,16.79418192433789
Arizona,EC-Earth3,2038,16.883221793262102
Arizona,EC-Earth3,2039,16.826856525127727
Arizona,EC-Earth3,2040,16.8275086846544
Arizona,EC-Earth3,2041,16.925406140896886
Arizona,EC-Earth3,2042,17.024962836744173
Arizona,EC-Earth3,2043,17.040442263425074
Arizona,EC-Earth3,2044,16.983896013755963
Arizona,EC-Earth3,2045,17.170168799096434
Arizona,EC-Earth3,2046,17.1787054208609
Arizona,EC-Earth3,2047,17.2020200959929
Arizona,EC-Earth3,2048,17.273362424522116
Arizona,EC-Earth3,2049,17.430214587760084
Arizona,EC-Earth3,2050,17.498661882449444
Arizona,EC-Earth3,2051,17.32682458383068
Arizona,EC-Earth3,2052,17.47240572328923
Arizona,EC-Earth3,2053,17.46336895271586
Arizona,EC-Earth3,2054,17.550405827275053
Arizona,EC-Earth3,2055,17.51679452966763
Arizona,EC-Earth3,2056,17.585183115358728
Arizona,EC-Earth3,2057,17.773816257052975
Arizona,EC-Earth3,2058,17.8041390736898
Arizona,EC-Earth3,2059,17.822362447668027
Arizona,EC-Earth3,2060,17.784112760755775
Arizona,EC-Earth3,2061,17.78617407480878
Arizona,EC-Earth3,2062,17.775356935571764
Arizona,EC-Earth3,2063,17.871165706493258
