state,model,year,tas_degree
Georgia,All Models,2035,18.783988987714416
Georgia,All Models,2036,18.93182030649784
Georgia,All Models,2037,18.866171403010405
Georgia,All Models,2038,18.950387875299974
Georgia,All Models,2039,18.98112102523163
Georgia,All Models,2040,18.931561677442897
Georgia,All Models,2041,18.957742205343635
Georgia,All Models,2042,18.960251536134837
Georgia,All Models,2043,19.000416473221932
Georgia,All Models,2044,19.032854532544103
Georgia,All Models,2045,19.155884835498604
Georgia,All Models,2046,19.171091876003935
Georgia,All Models,2047,19.152049949520947
Georgia,All Models,2048,19.19050630871718
Georgia,All Models,2049,19.18137468431819
Georgia,All Models,2050,19.282409922281925
Georgia,All Models,2051,19.34002282113742
Georgia,All Models,2052,19.41290240432279
Georgia,All Models,2053,19.49517419988461
Georgia,All Models,2054,19.523691038651922
Georgia,All Models,2055,19.48548525029965
Georgia,All Models,2056,19.52326046336783
Georgia,All Models,2057,19.497227628303317
Georgia,All Models,2058,19.65395317077639
Georgia,All Models,2059,19.68072977933019
Georgia,All Models,2060,19.591803937969807
Georgia,All Models,2061,19.683736639311842
Georgia,All Models,2062,19.629857600819
Georgia,All Models,2063,19.699072219386267
Georgia,All Models,2064,19.695715574784735
Georgia,All Models,2065,19.733474384654674
Georgia,All Models,2066,19.79616174408886
Georgia,All Models,2067,19.849517232721524
Georgia,All Models,2068,19.879702747229395
Georgia,All Models,2069,19.911358388264997
Georgia,All Models,2070,19.950842666626
Georgia,All Models,2071,19.931731160481792
Georgia,All Models,2072,20.026526133219424
Georgia,All Models,2073,19.96345391706989
Georgia,All Models,2074,19.924518989794205
Georgia,All Models,2075,20.014233837705692
Georgia,All Models,2076,20.062193205862357
Georgia,All Models,2077,20.011866794932995
Georgia,All Models,2078,20.022895523996088
Georgia,All Models,2079,20.097030755245346
Georgia,All Models,2080,20.12533970457137
Georgia,All Models,2081,20.11151764609599
Georgia,All Models,2082,20.220032512780413
Georgia,All Models,2083,20.07033411661786
Georgia,All Models,2084,20.142559745095014
Georgia,All Models,2085,20.156497631651003
Georgia,All Models,2086,20.21691465666802
Georgia,All Models,2087,20.224400040597647
Georgia,All Models,2088,20.228572706742742
Georgia,All Models,2089,20.327389017740906
Georgia,All Models,2090,20.26300481160484
Georgia,All Models,2091,20.349309008049264
Georgia,All Models,2092,20.380951563517275
Georgia,All Models,2093,20.427704839995435
Georgia,All Models,2094,20.389346590909113
Georgia,All Models,2095,20.39554174018631
Georgia,All Models,2096,20.37602321740355
Georgia,All Models,2097,20.420145554976052
Georgia,All Models,2098,20.351626760309415
Georgia,All Models,2099,20.340404799490287
Georgia,All Models,2100,20.376763072158372
Idaho,All Models,2015,5.8303838254273
Idaho,All Models,2016,5.844114162415054
Idaho,All Models,2017,5.878046265048953
Idaho,All Models,2018,5.986312079241918
Idaho,All Models,2019,5.996074420198077
Idaho,All Models,2020,6.05685552144885
Idaho,All Models,2021,6.146833648865283
Idaho,All Models,2022,6.227248697476003
Idaho,All Models,2023,6.23695212133527
Idaho,All Models,2024,6.248448480452321
Idaho,All Models,2025,6.375118704804387
Idaho,All Models,2026,6.433397710612626
Idaho,All Models,2027,6.480731546102379
Idaho,All Models,2028,6.526074694247409
Idaho,All Models,2029,6.55571827309953
Idaho,All Models,2030,6.642730577451844
Idaho,All Models,2031,6.664755221740824
Idaho,All Models,2032,6.762361583490505
Idaho,All Models,2033,6.76149554490132
Idaho,All Models,2034,6.852287015756604
Idaho,All Models,2035,6.94103252269606
Idaho,All Models,2036,6.976327514648461
Idaho,All Models,2037,7.006074933165358
Idaho,All Models,2038,7.069880787348862
Idaho,All Models,2039,6.980068519563077
Idaho,All Models,2040,6.936487952477317
Idaho,All Models,2041,6.94144372366819
Idaho,All Models,2042,7.058382371996293
Idaho,All Models,2043,7.103986546250664
Idaho,All Models,2044,7.033659944377985
Idaho,All Models,2045,7.0892940312787065
Idaho,All Models,2046,7.14632080057282
Idaho,All Models,2047,7.301766550866656
Idaho,All Models,2048,7.398555082310768
Idaho,All Models,2049,7.391040764480364
Idaho,All Models,2050,7.49508869608897
Idaho,All Models,2051,7.3999787186131565
Idaho,All Models,2052,7.439610706676159
Idaho,All Models,2053,7.467531759088713
Idaho,All Models,2054,7.617076469190216
Idaho,All Models,2055,7.551742368755942
Idaho,All Models,2056,7.671565130985168
Idaho,All Models,2057,7.70714369109185
Idaho,All Models,2058,7.726662653142779
Idaho,All Models,2059,7.760113305756564
Idaho,All Models,2060,7.825025731867034
Idaho,All Models,2061,7.861218261718774
Idaho,All Models,2062,7.879425291581611
Idaho,All Models,2063,7.924493361964394
Idaho,All Models,2064,7.955461155284558
Idaho,All Models,2065,7.905703515717501
Idaho,All Models,2066,7.908079228256711
Idaho,All Models,2067,8.048154287627273
Idaho,All Models,2068,8.02730100227127
Idaho,All Models,2069,8.048569557883546
Idaho,All Models,2070,8.227614917177165
Idaho,All Models,2071,8.234045098044678
Idaho,All Models,2072,8.210343771269851
Idaho,All Models,2073,8.209895844893046
Idaho,All Models,2074,8.27035503965438
Idaho,All Models,2075,8.255065548058736
Idaho,All Models,2076,8.294083392981351
Idaho,All Models,2077,8.296954472859724
Idaho,All Models,2078,8.318611306855196
Idaho,All Models,2079,8.421057383219425
Idaho,All Models,2080,8.40559049664124
Idaho,All Models,2081,8.500285952018993
Idaho,All Models,2082,8.579376868045715
Idaho,All Models,2083,8.60839416041521
Idaho,All Models,2084,8.526972001971643
Idaho,All Models,2085,8.592164912368336
Idaho,All Models,2086,8.466328580451757
Idaho,All Models,2087,8.598025790127865
Idaho,All Models,2088,8.58492742596253
Idaho,All Models,2089,8.669150855324508
Idaho,All Models,2090,8.730199952559062
Idaho,All Models,2091,8.719717326308766
Idaho,All Models,2092,8.744448505748425
Idaho,All Models,2093,8.799810536702497
Idaho,All Models,2094,8.758436873464897
Idaho,All Models,2095,8.757783924449598
Idaho,All Models,2096,8.761310149684121
Idaho,All Models,2097,8.859787102901597
Idaho,All Models,2098,8.793663498849604
Idaho,All Models,2099,8.809462610880557
Idaho,All Models,2100,8.78392135157732
Illinois,All Models,2015,12.11030650101311
Illinois,All Models,2016,12.224711464709207
Illinois,All Models,2017,12.230505479226924
Illinois,All Models,2018,12.343551129118374
Illinois,All Models,2019,12.375249701472427
Illinois,All Models,2020,12.390099436625698
Illinois,All Models,2021,12.35688478949557
Illinois,All Models,2022,12.461993479814792
Illinois,All Models,2023,12.645777032808585
Illinois,All Models,2024,12.718928939139966
Illinois,All Models,2025,12.662365730451311
Illinois,All Models,2026,12.804111910414443
Illinois,All Models,2027,12.838636869428129
Illinois,All Models,2028,12.966356763194216
Illinois,All Models,2029,12.887974088432559
Illinois,All Models,2030,13.028915079830577
Illinois,All Models,2031,13.08002378967989
Illinois,All Models,2032,13.071340583811036
Illinois,All Models,2033,13.11400990687113
Illinois,All Models,2034,13.076644143290926
Illinois,All Models,2035,13.183148649369185
Illinois,All Models,2036,13.3013652796642
Illinois,All Models,2037,13.258956710406212
Illinois,All Models,2038,13.355067662108773
Illinois,All Models,2039,13.404802808116091
Illinois,All Models,2040,13.32619859247262
Illinois,All Models,2041,13.378734248844024
Illinois,All Models,2042,13.444484839934493
Illinois,All Models,2043,13.463104950534865
Illinois,All Models,2044,13.52242818321689
Illinois,All Models,2045,13.679340043615145
Illinois,All Models,2046,13.727510435594258
Illinois,All Models,2047,13.68945621427945
Illinois,All Models,2048,13.78194896927299
Illinois,All Models,2049,13.723627386457956
Illinois,All Models,2050,13.852552074161407
Illinois,All Models,2051,13.972624010028284
Illinois,All Models,2052,13.965724274606437
Illinois,All Models,2053,14.145795914621086
Illinois,All Models,2054,14.174381198305094
Illinois,All Models,2055,14.136850680726969
Illinois,All Models,2056,14.172346901171156
Illinois,All Models,2057,14.166605342518222
Illinois,All Models,2058,14.491948330041156
Illinois,All Models,2059,14.335635884602887
Illinois,All Models,2060,14.357768203272986
Illinois,All Models,2061,14.448361980553852
Illinois,All Models,2062,14.382435434514848
Illinois,All Models,2063,14.344813653194565
Illinois,All Models,2064,14.461585501468566
Illinois,All Models,2065,14.455101880160267
Illinois,All Models,2066,14.508474558050004
Illinois,All Models,2067,14.658670587250702
Illinois,All Models,2068,14.690452136415447
Illinois,All Models,2069,14.771030160152574
Illinois,All Models,2070,14.806740812821843
Illinois,All Models,2071,14.738441525083621
Illinois,All Models,2072,14.799595746127064
Illinois,All Models,2073,14.758968700062168
Illinois,All Models,2074,14.881402160182166
Illinois,All Models,2075,14.927493771639758
Illinois,All Models,2076,14.925297245834836
Illinois,All Models,2077,14.896010358405858
Illinois,All Models,2078,14.947531509399436
Illinois,All Models,2079,14.905455294522394
Illinois,All Models,2080,14.968295785152574
Illinois,All Models,2081,15.033091296571696
Illinois,All Models,2082,15.17069988828719
Illinois,All Models,2083,14.977616905443618
Illinois,All Models,2084,15.00353074507282
Illinois,All Models,2085,15.139233190363125
Illinois,All Models,2086,15.072637927893458
Illinois,All Models,2087,15.144517355254225
Illinois,All Models,2088,15.152823997266387
Illinois,All Models,2089,15.277614050200514
Illinois,All Models,2090,15.271577326456727
Illinois,All Models,2091,15.285820169159882
Illinois,All Models,2092,15.32986913738831
Illinois,All Models,2093,15.450299315019109
Illinois,All Models,2094,15.286508594859752
Illinois,All Models,2095,15.325389711784617
Illinois,All Models,2096,15.392428461710635
Illinois,All Models,2097,15.443229131987623
Illinois,All Models,2098,15.384660512750822
Illinois,All Models,2099,15.383740442449419
Illinois,All Models,2100,15.360488960959717
Indiana,All Models,2015,12.074897229452482
Indiana,All Models,2016,12.205520483702834
Indiana,All Models,2017,12.189818779252041
Indiana,All Models,2018,12.287219254300998
Indiana,All Models,2019,12.347899183138171
Indiana,All Models,2020,12.337382652383727
Indiana,All Models,2021,12.302745081859111
Indiana,All Models,2022,12.402051144816838
Indiana,All Models,2023,12.57771898216865
Indiana,All Models,2024,12.651558107819103
Indiana,All Models,2025,12.591594112391391
Indiana,All Models,2026,12.73494963664207
Indiana,All Models,2027,12.765904126709318
Indiana,All Models,2028,12.892126252428957
Indiana,All Models,2029,12.83373359495046
Indiana,All Models,2030,12.94915369650111
Indiana,All Models,2031,13.007350562084703
Indiana,All Models,2032,13.001922749681361
Indiana,All Models,2033,13.03546047673526
Indiana,All Models,2034,12.995685909656142
Indiana,All Models,2035,13.086086790589103
Indiana,All Models,2036,13.215947689285398
Indiana,All Models,2037,13.158693380343678
Indiana,All Models,2038,13.282002168657854
Indiana,All Models,2039,13.3157634282021
Indiana,All Models,2040,13.22465851163606
Indiana,All Models,2041,13.280761472775009
Indiana,All Models,2042,13.333219657439376
Indiana,All Models,2043,13.369610691591713
Indiana,All Models,2044,13.413972264691152
Indiana,All Models,2045,13.557075713110775
Indiana,All Models,2046,13.60776451402677
Indiana,All Models,2047,13.573520737528172
Indiana,All Models,2048,13.663173909004943
Indiana,All Models,2049,13.614118736558948
Indiana,All Models,2050,13.743377502107904
Indiana,All Models,2051,13.857381866917487
Indiana,All Models,2052,13.87094526579888
Indiana,All Models,2053,14.048174413045269
Indiana,All Models,2054,14.036364179669027
Indiana,All Models,2055,13.998984712542931
Indiana,All Models,2056,14.050394104466315
Indiana,All Models,2057,14.013832277240198
Indiana,All Models,2058,14.316318072694743
Indiana,All Models,2059,14.223704366972974
Indiana,All Models,2060,14.210255131577023
Indiana,All Models,2061,14.298117342862238
Indiana,All Models,2062,14.237715865626502
Indiana,All Models,2063,14.226989202788404
Indiana,All Models,2064,14.32677680506853
Indiana,All Models,2065,14.310393454811813
Indiana,All Models,2066,14.395816664262274
Indiana,All Models,2067,14.515892629912427
Indiana,All Models,2068,14.519348109852206
Indiana,All Models,2069,14.616323609785622
Indiana,All Models,2070,14.637828133322998
Indiana,All Models,2071,14.608288701375347
Indiana,All Models,2072,14.661064575657722
Indiana,All Models,2073,14.607276246041984
Indiana,All Models,2074,14.686223174586463
Indiana,All Models,2075,14.766978616425508
Indiana,All Models,2076,14.78476863051908
Indiana,All Models,2077,14.734074182221406
Indiana,All Models,2078,14.788348816380378
Indiana,All Models,2079,14.76320556871821
Indiana,All Models,2080,14.827793641523904
Indiana,All Models,2081,14.871267145330277
Indiana,All Models,2082,14.992559606378752
Indiana,All Models,2083,14.798988168889847
Indiana,All Models,2084,14.829479321566517
Indiana,All Models,2085,14.962981819384048
Indiana,All Models,2086,14.896768327192849
Indiana,All Models,2087,14.970825969811663
Indiana,All Models,2088,14.961463847304858
Indiana,All Models,2089,15.102781584768607
Indiana,All Models,2090,15.093299091223537
Indiana,All Models,2091,15.105346367575928
Indiana,All Models,2092,15.156893111720251
Indiana,All Models,2093,15.273352663444772
Indiana,All Models,2094,15.130592658303023
Indiana,All Models,2095,15.158936691284202
Indiana,All Models,2096,15.205350309429768
Indiana,All Models,2097,15.23551457722984
Indiana,All Models,2098,15.214940192482711
Indiana,All Models,2099,15.208106578480136
Indiana,All Models,2100,15.182573179765203
Iowa,All Models,2015,9.822047610545743
Iowa,All Models,2016,9.946889155430453
Iowa,All Models,2017,9.960710384338881
Iowa,All Models,2018,10.072415363381877
Iowa,All Models,2019,10.079670051514656
Iowa,All Models,2020,10.140193481996194
Iowa,All Models,2021,10.108753844260043
